JQ007913.1	vague species identification (JQ007913.1 Madascincus sp. AM-2012 isolate ZCMV 2283 16S ribosomal RNA gene, partial sequence; mitochondrial), 11 other species exist
EF210711.1	vague species identification (EF210711.1 Trachylepis cf. elegans 16S ribosomal RNA gene, partial sequence; mitochondrial), 66 other species exist
EF210697.1	vague species identification (EF210697.1 Trachylepis cf. elegans 16S ribosomal RNA gene, partial sequence; mitochondrial), 66 other species exist
OP264054.1	vague species identification (OP264054.1 Flexiseps aff. ornaticeps Sainte Luce isolate ACP3068 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 8 other species exist
OP264053.1	vague species identification (OP264053.1 Brachyseps aff. macrocercus Betampona isolate ACP3212 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP264052.1	vague species identification (OP264052.1 Brachyseps aff. macrocercus Marojejy isolate ACP1659 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP264050.1	vague species identification (OP264050.1 Brachyseps aff. frontoparietalis Betampona 2 isolate ACZCV 133 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP264049.1	vague species identification (OP264049.1 Brachyseps aff. frontoparietalis Betampona 1 isolate ACZCV 78 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP931293.1	vague species identification (OP931293.1 Cottus sp. Rhone lineage isolate NMBE 1072962 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931292.1	vague species identification (OP931292.1 Cottus sp. Rhone lineage isolate NMBE 1057603 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931291.1	vague species identification (OP931291.1 Cottus sp. Po profundal lineage isolate NMBE 1067327 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931290.1	vague species identification (OP931290.1 Cottus sp. Po profundal lineage isolate NMBE 1067318 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931289.1	vague species identification (OP931289.1 Cottus sp. Po profundal lineage isolate NMBE 1067323 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931288.1	vague species identification (OP931288.1 Cottus sp. Po profundal lineage isolate NMBE 1067321 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931287.1	vague species identification (OP931287.1 Cottus sp. Po profundal lineage isolate NMBE 1067320 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931286.1	vague species identification (OP931286.1 Cottus sp. Po profundal lineage isolate NMBE 1067816 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931285.1	vague species identification (OP931285.1 Cottus sp. Po profundal lineage isolate NMBE 1067815 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931284.1	vague species identification (OP931284.1 Cottus sp. Po lineage isolate NMBE 1063633 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931283.1	vague species identification (OP931283.1 Cottus sp. Po lineage isolate NMBE 1063598 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931282.1	vague species identification (OP931282.1 Cottus sp. Po lineage isolate NMBE 1074211 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931281.1	vague species identification (OP931281.1 Cottus sp. Po lineage isolate NMBE 1067324 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931280.1	vague species identification (OP931280.1 Cottus sp. Po lineage isolate NMBE 1063140 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931279.1	vague species identification (OP931279.1 Cottus sp. Po lineage isolate NMBE 1074212 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931278.1	vague species identification (OP931278.1 Cottus sp. Po lineage isolate NMBE 1074207 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931277.1	vague species identification (OP931277.1 Cottus aff. gobio Rhine lineage isolate NMBE 1082145 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931276.1	vague species identification (OP931276.1 Cottus aff. gobio Rhine lineage isolate NMBE 1082141 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931275.1	vague species identification (OP931275.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083334 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931274.1	vague species identification (OP931274.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083341 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931273.1	vague species identification (OP931273.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083340 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931272.1	vague species identification (OP931272.1 Cottus aff. gobio Rhine lineage isolate NMBE 1084910 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931271.1	vague species identification (OP931271.1 Cottus aff. gobio Rhine lineage isolate NMBE 1084908 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931270.1	vague species identification (OP931270.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083488 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931269.1	vague species identification (OP931269.1 Cottus aff. gobio Rhine lineage isolate NMBE 1080746 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931268.1	vague species identification (OP931268.1 Cottus aff. gobio Rhine lineage isolate NMBE 1080747 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931267.1	vague species identification (OP931267.1 Cottus aff. gobio Rhine lineage isolate NMBE 1071859 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931266.1	vague species identification (OP931266.1 Cottus aff. gobio Rhine lineage isolate NMBE 1071847 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931265.1	vague species identification (OP931265.1 Cottus aff. gobio Rhine lineage isolate NMBE 1068519 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931264.1	vague species identification (OP931264.1 Cottus aff. gobio Rhine lineage isolate NMBE 1068520 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931263.1	vague species identification (OP931263.1 Cottus aff. gobio Rhine lineage isolate Fishec 169600 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931262.1	vague species identification (OP931262.1 Cottus aff. gobio Rhine lineage isolate Fishec 168190 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931261.1	vague species identification (OP931261.1 Cottus aff. gobio Walen profundal lineage isolate NMBE 1064249 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931260.1	vague species identification (OP931260.1 Cottus aff. gobio Walen profundal lineage isolate NMBE 1064251 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931259.1	vague species identification (OP931259.1 Cottus aff. gobio Walen profundal lineage isolate NMBE 1064242 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931258.1	vague species identification (OP931258.1 Cottus aff. gobio Lucerne profundal lineage isolate NMBE 1069118 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931257.1	vague species identification (OP931257.1 Cottus aff. gobio Lucerne profundal lineage isolate NMBE 1069109 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931256.1	vague species identification (OP931256.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1066383 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931255.1	vague species identification (OP931255.1 Cottus aff. gobio Rhine lineage isolate NMBE 1069125 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931254.1	vague species identification (OP931254.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1065510 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931253.1	vague species identification (OP931253.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1061969 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931252.1	vague species identification (OP931252.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1065120 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931251.1	vague species identification (OP931251.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1065513 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931250.1	vague species identification (OP931250.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1070863 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931249.1	vague species identification (OP931249.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1070862 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931248.1	vague species identification (OP931248.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1059713 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931247.1	vague species identification (OP931247.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1059711 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931246.1	vague species identification (OP931246.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 170057 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931245.1	vague species identification (OP931245.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 170083 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931244.1	vague species identification (OP931244.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 170056 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931243.1	vague species identification (OP931243.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 168751 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931242.1	vague species identification (OP931242.1 Cottus aff. gobio Rhine lineage isolate NMBE 1081401 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931241.1	vague species identification (OP931241.1 Cottus aff. gobio Rhine lineage isolate NMBE 1081402 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931240.1	vague species identification (OP931240.1 Cottus aff. gobio Rhine lineage isolate NMBE 1081400 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931239.1	vague species identification (OP931239.1 Cottus aff. gobio Po lineage isolate NMBE 1081928 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931238.1	vague species identification (OP931238.1 Cottus aff. gobio Po lineage isolate NMBE 1081938 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931237.1	vague species identification (OP931237.1 Cottus aff. gobio Po lineage isolate NMBE 1081935 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931236.1	vague species identification (OP931236.1 Cottus aff. gobio Rhine lineage isolate NMBE 1084806 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931235.1	vague species identification (OP931235.1 Cottus aff. gobio Rhone lineage isolate Fishec 174649 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931234.1	vague species identification (OP931234.1 Cottus aff. gobio Rhone lineage isolate Fishec 174641 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931233.1	vague species identification (OP931233.1 Cottus aff. gobio Rhine lineage isolate NMBE 1085537 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931232.1	vague species identification (OP931232.1 Cottus aff. gobio Rhine lineage isolate NMBE 1085532 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931231.1	vague species identification (OP931231.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083954 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
OP931230.1	vague species identification (OP931230.1 Cottus aff. gobio Rhine lineage isolate NMBE 1086318 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 17 other species exist
LC791744.1	vague species identification (LC791744.1 Poromitra sp. CBM:ZF:20203 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 4 other species exist
LC791103.1	vague species identification (LC791103.1 Stomias sp. CBM:ZF:15520 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 3 other species exist
LC790137.1	vague species identification (LC790137.1 Pseudobathylagus sp. CBM:ZF:14708 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 0 other species exist
LC790124.1	vague species identification (LC790124.1 Pseudanthias sp. CBM:ZF:23388 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 14 other species exist
LC790110.1	vague species identification (LC790110.1 Scopelosaurus sp. CBM:ZF:14245 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 1 other species exist
LC790108.1	vague species identification (LC790108.1 Photostomias sp. CBM:ZF:14211 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 1 other species exist
LC790107.1	vague species identification (LC790107.1 Bathophilus sp. CBM:ZF:14210 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
OR884955.1	vague species identification (OR884955.1 Synbranchus sp. USNM FISH 463301 isolate SU18e-1538 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
OR884954.1	vague species identification (OR884954.1 Synbranchus sp. USNM FISH 463300 isolate SU18e-1500 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
OR884872.1	vague species identification (OR884872.1 Potamorrhaphis sp. USNM FISH 448807 isolate SU18-788 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR884871.1	vague species identification (OR884871.1 Potamorrhaphis sp. USNM FISH 448806 isolate SU18-787 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR884870.1	vague species identification (OR884870.1 Potamorrhaphis sp. USNM FISH 448805 isolate SU18-786 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR884869.1	vague species identification (OR884869.1 Potamorrhaphis sp. USNM FISH 448316 isolate SU18-296 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR884854.1	vague species identification (OR884854.1 Plagioscion sp. USNM FISH 449084 isolate SU18-1066 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 3 other species exist
OR884853.1	vague species identification (OR884853.1 Plagioscion sp. USNM FISH 449083 isolate SU18-1065 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 3 other species exist
OR884852.1	vague species identification (OR884852.1 Plagioscion sp. USNM FISH 449081 isolate SU18-1063 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 3 other species exist
OR884798.1	vague species identification (OR884798.1 Pachyurus sp. USNM FISH 448980 isolate SU18-962 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OR884797.1	vague species identification (OR884797.1 Pachyurus sp. USNM FISH 448255 isolate SU18-235 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OR884796.1	vague species identification (OR884796.1 Pachypops sp. USNM FISH 463644 isolate SU18-1371 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
OR884795.1	vague species identification (OR884795.1 Pachypops sp. USNM FISH 463643 isolate SU18-1370 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
OQ883821.1	vague species identification (OQ883821.1 Astronesthes sp. isolate HB1907_MWT9_384 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
LC091890.2	vague species identification (LC091890.2 Ectreposebastes sp. CBM:ZF:15690 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 0 other species exist
LC786484.1	vague species identification (LC786484.1 Chauliodus sp. CBM:ZF:14301 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
LC786482.1	vague species identification (LC786482.1 Scopelogadus cf. bispinosus CBM:ZF:20186 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
LC786480.1	vague species identification (LC786480.1 Sigmops sp. CBM:ZF:14256 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 3 other species exist
OR036045.1	vague species identification (OR036045.1 Lycengraulis sp. voucher CIUA_7241A small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR036008.1	vague species identification (OR036008.1 Lycengraulis sp. voucher CIUA_7255B small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035815.1	vague species identification (OR035815.1 Lycengraulis sp. voucher CIUA_6952C small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035814.1	vague species identification (OR035814.1 Lycengraulis sp. voucher CIUA_6952D small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035813.1	vague species identification (OR035813.1 Lycengraulis sp. voucher CIUA_6952E small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035789.1	vague species identification (OR035789.1 Lycengraulis sp. voucher CIUA_7247A small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035787.1	vague species identification (OR035787.1 Lycengraulis sp. voucher CIUA_7254A small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035786.1	vague species identification (OR035786.1 Lycengraulis sp. voucher CIUA_7254B small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035785.1	vague species identification (OR035785.1 Lycengraulis sp. voucher CIUA_7255A small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
OR035784.1	vague species identification (OR035784.1 Lycengraulis sp. voucher CIUA_7255C small subunit ribosomal RNA gene, partial sequence; mitochondrial), 2 other species exist
LC785482.1	vague species identification (LC785482.1 Bathophilus sp. CBM:ZF:14286 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
LC785481.1	vague species identification (LC785481.1 Photostomias sp. CBM:ZF:14253 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 1 other species exist
LC785479.1	vague species identification (LC785479.1 Ichthyococcus sp. CBM:ZF:14690 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 1 other species exist
LC785478.1	vague species identification (LC785478.1 Stemonosudis sp. CBM:ZF:14784 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 0 other species exist
LC785475.1	vague species identification (LC785475.1 Champsodon sp. CBM:ZF:21217 mitochondrial genes for 12S rRNA, 16S rRNA, partial sequence), 1 other species exist
LC785474.1	vague species identification (LC785474.1 Chauliodus sp. CBM:ZF:14324 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
LC785473.1	vague species identification (LC785473.1 Photonectes sp. CBM:ZF:14287 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 0 other species exist
OR380582.1	vague species identification (OR380582.1 Eucinostomus sp. RA01 voucher USNM:FISH:447375 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380581.1	vague species identification (OR380581.1 Eucinostomus sp. RA01 voucher USNM:FISH:447374 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380483.1	vague species identification (OR380483.1 Eucinostomus sp. RA01 voucher USNM:FISH:444713 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380482.1	vague species identification (OR380482.1 Eucinostomus sp. RA02 voucher USNM:FISH:444712 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380481.1	vague species identification (OR380481.1 Eucinostomus sp. RA02 voucher USNM:FISH:444711 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380480.1	vague species identification (OR380480.1 Eucinostomus sp. RA02 voucher USNM:FISH:444710 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380476.1	vague species identification (OR380476.1 Eucinostomus sp. RA03 voucher USNM:FISH:444708 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380475.1	vague species identification (OR380475.1 Eucinostomus sp. RA03 voucher USNM:FISH:444707 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380474.1	vague species identification (OR380474.1 Eucinostomus sp. RA03 voucher USNM:FISH:444706 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380455.1	vague species identification (OR380455.1 Eucinostomus sp. RA03 voucher USNM:FISH:444687 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380454.1	vague species identification (OR380454.1 Eucinostomus sp. RA01 voucher USNM:FISH:444686 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380453.1	vague species identification (OR380453.1 Eucinostomus sp. RA03 voucher USNM:FISH:444685 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380452.1	vague species identification (OR380452.1 Eucinostomus sp. RA02 voucher USNM:FISH:444684 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380451.1	vague species identification (OR380451.1 Eucinostomus sp. RA02 voucher USNM:FISH:444683 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380450.1	vague species identification (OR380450.1 Eucinostomus sp. RA02 voucher USNM:FISH:444682 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380449.1	vague species identification (OR380449.1 Eucinostomus sp. RA02 voucher USNM:FISH:444681 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380424.1	vague species identification (OR380424.1 Prionotus sp. RA02 voucher USNM:FISH:444656 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 5 other species exist
OR380415.1	vague species identification (OR380415.1 Scorpaena sp. voucher USNM:FISH:447311 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 11 other species exist
OR380386.1	vague species identification (OR380386.1 Eucinostomus sp. RA03 voucher USNM:FISH:439156 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR380381.1	vague species identification (OR380381.1 Eucinostomus sp. RA03 voucher USNM:FISH:438885 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
